2025-01-10T00:02:12.083+01:00  INFO 19888 --- [mongodb_assignment_evaluator] [main] .m.MongodbAssignmentEvaluatorApplication : Starting MongodbAssignmentEvaluatorApplication using Java 21.0.5 with PID 19888 (C:\Users\Denis\Desktop\3year2024-25\bakalarka\mongodb_assignment_evaluator\target\classes started by Denis in C:\Users\Denis\Desktop\3year2024-25\bakalarka\mongodb_assignment_evaluator)
2025-01-10T00:02:12.086+01:00  INFO 19888 --- [mongodb_assignment_evaluator] [main] .m.MongodbAssignmentEvaluatorApplication : No active profile set, falling back to 1 default profile: "default"
2025-01-10T00:02:13.310+01:00  INFO 19888 --- [mongodb_assignment_evaluator] [main] .s.d.r.c.RepositoryConfigurationDelegate : Multiple Spring Data modules found, entering strict repository configuration mode
2025-01-10T00:02:13.314+01:00  INFO 19888 --- [mongodb_assignment_evaluator] [main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-01-10T00:02:13.580+01:00  INFO 19888 --- [mongodb_assignment_evaluator] [main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 254 ms. Found 5 JPA repository interfaces.
2025-01-10T20:02:50.671+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'articles' doesn't exist. Query='db.articles.find({ categories: {$all: ["ships", "Great Britain"]}},{changelog: 0}).forEach(printjson);'
2025-01-10T20:02:50.671+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'article' doesn't exist. Query='db.article.find({ categories: { $in: [ "animals" ] } },{name:1}).sort({"name":1, "_id":1}).forEach(printjson);'
2025-01-10T20:02:50.671+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'article' doesn't exist. Query='db.article.find({year: { $gte: 1900}}).forEach(printjson);'
2025-01-10T20:02:50.671+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'articles' doesn't exist. Query='db.articles.aggregate([{$match: { categories: { $in: [ "ships"] } } }{$count: "Number of articles in ships category" }]).forEach(printjson);'
2025-01-10T20:02:50.671+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'articles' doesn't exist. Query='db.articles.aggregate([{ $sort: { year: -1 } }{ $limit: 2}]).forEach(printjson);'
2025-01-10T20:02:50.671+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'articles' doesn't exist. Query='db.articles.aggregate([{ $sort: { year: -1 } }{ $skip: 2}]).forEach(printjson);'
2025-01-10T20:02:50.671+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'collection' doesn't exist. Query='db.collection.aggregate([{ $unwind: "$changelog" }{ $group: { _id: "$changelog.editorID", editCount: { $sum: 1 } } }{ $sort: { editCount: -1 } }{ $limit: 1 }]).forEach(printjson);'
2025-01-10T20:02:50.671+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'collection' doesn't exist. Query='db.collection.aggregate([{$project: {_id: 1, relatedCount: { $size: "$relatedArticles" }}}{$group: {_id: null,maxRelatedCount: { $max: "$relatedCount" }}}]).forEach(printjson);'
2025-01-10T20:02:50.671+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.evaluation.StudentEvaluator    : Script of pichajak has been evaluated
2025-01-10T20:02:50.674+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.p.AssignmentEvaluator            : Successfully generated output for pichajak
2025-01-10T20:02:50.675+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.p.AssignmentEvaluator            : Successfully read the script of popelrob
2025-01-10T20:02:50.697+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.evaluation.StudentEvaluator    : Successfully parsed the script of popelrob
2025-01-10T20:02:50.699+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.evaluation.StudentEvaluator    : Script of popelrob has been evaluated
2025-01-10T20:02:50.702+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.p.AssignmentEvaluator            : Successfully generated output for popelrob
2025-01-10T20:02:50.703+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.p.AssignmentEvaluator            : Successfully read the script of pucekrad
2025-01-10T20:02:50.728+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.evaluation.StudentEvaluator    : Successfully parsed the script of pucekrad
2025-01-10T20:02:50.730+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.evaluation.StudentEvaluator    : Script of pucekrad has been evaluated
2025-01-10T20:02:50.734+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.p.AssignmentEvaluator            : Successfully generated output for pucekrad
2025-01-10T20:02:50.735+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.p.AssignmentEvaluator            : Successfully read the script of rakusdan
2025-01-10T20:02:50.751+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.evaluation.StudentEvaluator    : Successfully parsed the script of rakusdan
2025-01-10T20:02:50.751+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'brands' doesn't exist. Query='db.brands.insertMany([{ _id: "intel", name: "Intel", description: "Leading manufacturer of processors and chipsets." }{ _id: "amd", name: "AMD", description: "Innovative provider of processors and GPUs." }{ _id: "nvidia", name: "NVIDIA", description: "World leader in gaming and AI GPUs." }{ _id: "asus", name: "ASUS", description: "Manufacturer of premium motherboards and gaming hardware." }{ _id: "gskill", name: "G.Skill", description: "Specializes in high-performance memory products." }{ _id: "seasonic", name: "Seasonic", description: "High quality power supply manufacturer." }{ _id: "wd", name: "Western Digital", description: "Provider of reliable storage solutions." }{ _id: "corsair", name: "Corsair Gaming", description: "Renowned for PC components and gaming peripherals." }{ _id: "nzxt", name: "NZXT", description: "Focuses on stylish PC cases and cooling solutions." }{ _id: "noctua", name: "Noctua", description: "Known for high-quality, silent cooling solutions." }]);'
2025-01-10T20:02:50.751+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'products' doesn't exist. Query='db.products.insertOne({	productId: 1,	name: "Intel Core i9-13900K",	category: "Processors",	brandId: "intel",	details: {		cores: {			physical: 24,			logical: 32,			pcores: 8,			ecores: 16		},		clock: { base: 3.0, boost: 5.8, ebase: 2.2, eboost: 4.3}, power: { TDP: 125, P1: 253, P2: 253}, socket: "LGA1700",		cache: { L3: 36, L2: 20 }, integratedGraphics: "Intel UHD 770"	},	description: "High-end 13th Generation Intel desktop processor. Suitable for the most demanding productivity tasks.",	rating: 4.2});'
2025-01-10T20:02:50.751+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'products' doesn't exist. Query='db.products.insertMany([{ productId: 2, name: "AMD Ryzen 9 7900X", category: "Processors", brandId: "amd", details: { cores: { physical: 12, logical: 24}, clock: { base: 4.7, boost: 5.6 }, power: { TDP: 170 }, socket: "AM5", cache: { L3: 64, L2: 12 }, integratedGraphics: "Radeon Graphics" },		description: "AMD Ryzen 9 7900X is a powerful gaming and streaming desktop processor.",		rating: 4.4,		lastUpdated: new Date("2024-09-19T14:35:01Z") }{ productId: 5, name: "NVIDIA RTX 4090", category: "Graphics Cards", brandId: "nvidia", details: {			memory: {				total: 24, type: "GDDR6X"			},			cores: {				stream: 16384,				tensor: 512,				rt: 128			}, dimensions: { width: 304, height: 61, depth: 137 }, power: {				tdp: 450, connectors: ["16-pin 12VHPWR"]			}, ports: ["HDMI 2.1", "DisplayPort 1.4a", "DisplayPort 1.4a", "DisplayPort 1.4a"] },		description: "The GeForce RTX 4090 is an enthusiast-class graphics card by NVIDIA.",		rating: 3.9,		lastUpdated: new Date("2024-10-22T12:04:49Z") }{ productId: 7, name: "NVIDIA RTX 4080", category: "Graphics Cards", brandId: "nvidia", details: {			memory: {				total: 16, type: "GDDR6X"			},			cores: {				stream: 9728,				tensor: 304,				rt: 76			}, dimensions: { width: 310, height: 61, depth: 140 }, power: {				tdp: 320, connectors: ["16-pin 12VHPWR"]			}, ports: ["HDMI 2.1", "DisplayPort 1.4a", "DisplayPort 1.4a", "DisplayPort 1.4a"] },		description: "The GeForce RTX 4080 is a high-end graphics card by NVIDIA.",		rating: 3.7,		lastUpdated: new Date("2024-10-19T11:57:07Z") }{ productId: 6, name: "AMD Radeon RX 7900 XT", category: "Graphics Cards", brandId: "amd", details: { memory: {				total: 20, type: "GDDR6"			},			cores: {				stream: 5376,				rt: 84			}, dimensions: { width: 276, height: 51, depth: 110 }, power: {				tdp: 300,				connectors: ["8-pin PCIe", "8-pin PCIe"]			}, ports: ["HDMI 2.1a", "DisplayPort 2.1", "DisplayPort 2.1", "USB Type-C"] },		description: "The Radeon RX 7900 XT is an enthusiast-class graphics card by AMD.",		rating: 4.2 }{ productId: 9, name: "ASUS ROG Strix Z790-E", category: "Motherboards", brandId: "asus", details: { chipset: "Z790", formFactor: "ATX", socket: "LGA1700", ports: ["USB 3.2 ", "USB 3.2", "USB 3.2", "USB 3.2", "Thunderbolt 4", "Thunderbolt 4", "HDMI"], PCIeSlots: { PCIe5: 2, PCIe4: 3 },			features: ["RGB"] },		description: "Premium motherboard for Intel's 13th Generation processors.",		rating: 4.0,		lastUpdated: new Date("2024-10-29T18:31:54Z") }{		productId: 14,		name: "G.Skill Trident Z5 RGB 32GB",		category: "RAM",		brandId: "gskill",		details: {						capacity: 32,			type: "DDR5",			modules: {				count: 2,				size: 16 },			timings: "30-38-38-96",			bandwidth: 48000, voltage: 1.35, features: ["EXPO", "RGB"]		},		description: "High speed RGB DDR5 desktop RAM.",		rating: 4.1,		lastUpdated: new Date("2024-11-12T9:45:24Z")	}{		productId: 18,		name: "WD Black SN850X 2TB",		category: "Storage",		brandId: "wd",		details: {						capacity: 2000, type: "NVMe Gen4", readSpeed: 7300, writeSpeed: 6600		},		description: "The WD Black SN850X is one of the fastest drives around for gaming.",		rating: 4.2,		lastUpdated: new Date("2024-11-04T19:41:07Z")	}{		productId: 23,		name: "Seasonic Focus GX-750 750W",		category: "Power Supplies",		brandId: "seasonic",		details: { wattage: 750, format: "ATX",			modularity: "Fully Modular",			efficiency: "80+ Gold", dimensions: { width: 150, height: 86, depth: 140 },			weight: 1500 },		description: "Mid-range fully modular 80+ Gold certified power supply from Seasonic.",		rating: 4.7	}{ productId: 25, name: "NZXT H510", category: "Cases", brandId: "nzxt", details: { formFactor: "Mid-Tower",			motherboardFormats: ["ATX", "mATX", "mITX"],			psuFormats: ["ATX"], maxGPULength: 381,			maxCoolerHeight: 165,			fans: {				mounts: 4,				included: 2			},			storage: {				twoPointFiveInch: 3,				threePointFiveInch: 3			}, materials: ["Steel", "Tempered Glass"],			features: ["Cable management", "Dust filters"],			dimensions: { width: 210, height: 460, depth: 428 },			weight: 6600 },		description: "Stylish and compact PC case with excellent airflow",		rating: 4.8 }{ productId: 29, name: "Noctua NH-D15", category: "Cooling", brandId: "noctua", details: { type: "Air", fans: [140, 140],			sockets: ["LGA1150", "LGA1151", "LGA1155", "LGA1156", "LGA1200", "LGA1700", "LGA2011", "LGA2011-3", "LGA2066", "LGA1851", "AM4", "AM5"], dimensions: { width: 150, height: 170, depth: 161 }, TDP: 250, features: ["PWM"],			weight: 1320 },		description: "One of the best air coolers on the market from Noctua. Quiet and efficient for even more power hungry CPUs.",		rating: 4.9,		lastUpdated: new Date("2024-11-17T07:58:14Z") }]);'
2025-01-10T20:02:50.751+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'brands' doesn't exist. Query='db.brands.replaceOne({ _id: "seasonic" },{	_id: "seasonic",	name: "Seasonic Electronics",	description: "Taiwanese power supply and computer PSU manufacturer and retailer.",	website: "https://seasonic.com/"});'
2025-01-10T20:02:50.751+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'brands' doesn't exist. Query='db.brands.replaceOne({ _id: "gigabyte" },{	_id: "gigabyte",	name: "Gigabyte Technology",	description: "Taiwanese manufacturer and distributor of computer hardware.",	website: "https://www.gigabyte.com/"},{ upsert: true});'
2025-01-10T20:02:50.751+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'products' doesn't exist. Query='db.products.updateOne({ productId: 25 },{ $set: { "description": "Sleek and minimalistic PC case with plenty of helpful additions for a clean and easy build." } });'
2025-01-10T20:02:50.751+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'products' doesn't exist. Query='db.products.updateMany({ "details.weight": { $ne: null } },{	$mul: { "details.weight": 0.001 } });'
2025-01-10T20:02:50.751+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'products' doesn't exist. Query='db.products.updateMany({ lastUpdated: { $exists : false } },{	$set: { lastUpdated: new Date("2024-11-21T16:00:00Z") } });'
2025-01-10T20:02:50.751+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'products' doesn't exist. Query='db.products.updateOne({ category: "Motherboards" },{	$unset: { "details.PCIeSlots": "" }});'
2025-01-10T20:02:50.752+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'products' doesn't exist. Query='db.products.updateOne({productId: 5},{	$set: {		name: "ASUS TUF GeForce RTX 4090 24G OG GAMING",		brandId: "asus",		"details.dimensions": { width: 325.9, height: 62.8, depth: 140.2 },	}});'
2025-01-10T20:02:50.752+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'products' doesn't exist. Query='db.products.updateOne({ productId: 5, "details.ports": "HDMI 2.1" },{	$set: { "details.ports.$": "HDMI 2.1a" } });'
2025-01-10T20:02:50.752+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'products' doesn't exist. Query='db.products.updateOne({ productId: 5 },{ $pull: { "details.ports": "DisplayPort 1.4a" } });'
2025-01-10T20:02:50.752+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'products' doesn't exist. Query='db.products.updateOne({productId: 5},{	$push: { "details.ports": { $each: ["HDMI 2.1a", "DisplayPort 1.4a", "DisplayPort 1.4a"] } },	});'
2025-01-10T20:02:50.752+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'products' doesn't exist. Query='db.products.find({ $and: [ { category: "Graphics Cards" }, { "details.power.tdp": { $gt: 400 } }, { "details.power.connectors": { $eq: ["16-pin 12VHPWR"] } } ] },{ _id: 0, name: 1, "details.power": 1 }).forEach(printjson);'
2025-01-10T20:02:50.752+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'products' doesn't exist. Query='db.products.find({ category: "Graphics Cards", "details.ports": { $elemMatch: { $regex: /.*DisplayPort.*/ } } },{ _id: 0, name: 1, "details.ports": 1 }).forEach(printjson);'
2025-01-10T20:02:50.752+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'products' doesn't exist. Query='db.products.find({ "details.features": "RGB" },{_id: 0, name: 1, category: 1, "details.features": 1, rating: 1}).sort({ rating: -1 }).forEach(printjson);'
2025-01-10T20:02:50.752+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'products' doesn't exist. Query='db.products.find({lastUpdated: { $gte: new Date("2024-10-25T00:00:00Z"), $lte: new Date("2024-11-25T00:00:00Z")}},{_id: 0, name: 1, lastUpdated: 1}).sort({lastUpdated: -1}).forEach(printjson);'
2025-01-10T20:02:50.752+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'products' doesn't exist. Query='db.products.find({ category: "Power Supplies", "details.wattage": { $gte: 750 }, "details.modularity": "Fully Modular" },{ _id: 0, name: 1, category: 1, "details.wattage": 1, "details.modularity": 1}).forEach(printjson);'
2025-01-10T20:02:50.752+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'products' doesn't exist. Query='db.products.aggregate([{ $group: { _id: "$category", count: { $count: {} } } }{ $sort: { count: -1 } }{ $project: { category: "$_id", count: 1, _id: 0 } }]).forEach(printjson);'
2025-01-10T20:02:50.752+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'products' doesn't exist. Query='db.products.aggregate([{ $match: { category: "Graphics Cards" } }{ $group: { _id: null, avgTDP: { $avg: "$details.power.tdp" } } }{ $project: { avgTDP: 1, _id: 0 } }]).forEach(printjson);'
2025-01-10T20:02:50.752+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'products' doesn't exist. Query='db.products.aggregate([{ $lookup: { from: "brands", localField: "brandId", foreignField: "_id", as: "brandDetails" } }{ $sort: { "rating": -1 } }{ $skip: 1 }{ $limit: 2 }{ $project: { _id: 0, name: 1, "rating": 1, "brandDetails.name": 1, "brandDetails.description": 1 } }]).forEach(printjson);'
2025-01-10T20:02:50.752+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'products' doesn't exist. Query='db.products.aggregate([{ $sort: { "rating": 1 } }{ $group: { _id: "$category", worstProduct: { $first: "$name" } } }{ $project: { _id: 0, category: "$_id", worstProduct: "$worstProduct" } }]).forEach(printjson);'
2025-01-10T20:02:50.752+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'products' doesn't exist. Query='db.products.aggregate([{ $group: { _id: "$category", worstRating: { $min: "$rating" } } }{ $project: { _id: 0, category: "$_id", worstRating: "$worstRating" } }]).forEach(printjson);'
2025-01-10T20:02:50.752+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.evaluation.StudentEvaluator    : Script of rakusdan has been evaluated
2025-01-10T20:02:50.755+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.p.AssignmentEvaluator            : Successfully generated output for rakusdan
2025-01-10T20:02:50.756+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.p.AssignmentEvaluator            : Successfully read the script of rodrixav
2025-01-10T20:02:50.773+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.evaluation.StudentEvaluator    : Successfully parsed the script of rodrixav
2025-01-10T20:02:50.775+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.evaluation.StudentEvaluator    : Script of rodrixav has been evaluated
2025-01-10T20:02:50.778+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.p.AssignmentEvaluator            : Successfully generated output for rodrixav
2025-01-10T20:02:50.779+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.p.AssignmentEvaluator            : Successfully read the script of rudzeanh
2025-01-10T20:02:50.804+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.evaluation.StudentEvaluator    : Successfully parsed the script of rudzeanh
2025-01-10T20:02:50.805+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'players' doesn't exist. Query='db.players.insertOne({ _id: "player1", firstName: "Alice", lastName: "Smith", nickname: "BluePhoenix", email: "alice.smith@example.com", phoneNumber: "+1234567890", rating: 1200, lastActivityDate: new Date("2024-11-15"), city: { name: "Prague", country: { code: "CZ", name: "Czech Republic" }, latitude: 50.0755, longitude: 14.4378, timeZone: "Europe/Prague" }, preferredGamingPlatform: "PC", preferredGameDuration: "60 minutes", tournaments: [ { tournamentId: "tournament1", name: "Grand Championship 2024", } ]});'
2025-01-10T20:02:50.805+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'players' doesn't exist. Query='db.players.insertMany([{ _id: "player2", firstName: "Bob", lastName: "Johnson", nickname: "RedFury", email: "bob.johnson@example.com", phoneNumber: "+987654321", rating: 1150, lastActivityDate: new Date("2024-11-20"), city: { name: "Berlin", country: { code: "DE", name: "Germany" }, latitude: 52.5200, longitude: 13.4050, timeZone: "Europe/Berlin" }, preferredGamingPlatform: "Console", preferredGameDuration: "90 minutes", tournaments: [ { tournamentId: "tournament1", name: "Grand Championship 2024", }, { tournamentId: "tournament2", name: "Summer Showdown", } ] }{ _id: "player3", firstName: "Charlie", lastName: "Brown", nickname: "AcePlayer", email: "charlie.brown@example.com", phoneNumber: "+111222333", rating: 1300, lastActivityDate: new Date("2024-11-10"), city: { name: "Madrid", country: { code: "ES", name: "Spain" }, latitude: 40.4168, longitude: -3.7038, timeZone: "Europe/Madrid" }, preferredGamingPlatform: "Mobile", preferredGameDuration: "30 minutes", tournaments: [ { tournamentId: "tournament2", name: "Summer Showdown", } ] }{ _id: "player4", firstName: "Diana", lastName: "Lewis", nickname: "ShadowQueen", email: "diana.lewis@example.com", phoneNumber: "+444555666", rating: 1400, lastActivityDate: new Date("2024-10-25"), city: { name: "Paris", country: { code: "FR", name: "France" }, latitude: 48.8566, longitude: 2.3522, timeZone: "Europe/Paris" }, preferredGamingPlatform: "PC", preferredGameDuration: "60 minutes", tournaments: [] }{ _id: "player5", firstName: "David", lastName: "Williams", nickname: "DragonKnight", email: "david.williams@example.com", phoneNumber: "+1233212345", rating: 1250, lastActivityDate: new Date("2024-11-12"), city: { name: "London", country: { code: "GB", name: "United Kingdom" }, latitude: 51.5074, longitude: -0.1278, timeZone: "Europe/London" }, preferredGamingPlatform: "PC", preferredGameDuration: "45 minutes", tournaments: [] }{ _id: "player6", firstName: "Eva", lastName: "Parker", nickname: "StormBreaker", email: "eva.parker@example.com", phoneNumber: "+1456789234", rating: 1320, lastActivityDate: new Date("2024-11-10"), city: { name: "New York", country: { code: "US", name: "United States" }, latitude: 40.7128, longitude: -74.0060, timeZone: "America/New_York" }, preferredGamingPlatform: "Console", preferredGameDuration: "90 minutes", tournaments: [ { tournamentId: "tournament2", name: "Summer Showdown", } ] }{ _id: "player7", firstName: "Frank", lastName: "Adams", nickname: "WildHawk", email: "frank.adams@example.com", phoneNumber: "+1478912345", rating: 1180, lastActivityDate: new Date("2024-11-13"), city: { name: "Los Angeles", country: { code: "US", name: "United States" }, latitude: 34.0522, longitude: -118.2437, timeZone: "America/Los_Angeles" }, preferredGamingPlatform: "Mobile", preferredGameDuration: "30 minutes", tournaments: [] }{ _id: "player8", firstName: "Grace", lastName: "Morris", nickname: "ShadowMist", email: "grace.morris@example.com", phoneNumber: "+1415555678", rating: 1400, lastActivityDate: new Date("2024-11-09"), city: { name: "Sydney", country: { code: "AU", name: "Australia" }, latitude: -33.8688, longitude: 151.2093, timeZone: "Australia/Sydney" }, preferredGamingPlatform: "PC", preferredGameDuration: "60 minutes", tournaments: [ { tournamentId: "tournament2", name: "Summer Showdown", } ] }{ _id: "player9", firstName: "Henry", lastName: "Taylor", nickname: "IronFist", email: "henry.taylor@example.com", phoneNumber: "+1487654321", rating: 1280, lastActivityDate: new Date("2024-11-14"), city: { name: "Toronto", country: { code: "CA", name: "Canada" }, latitude: 43.65107, longitude: -79.347015, timeZone: "America/Toronto" }, preferredGamingPlatform: "Console", preferredGameDuration: "60 minutes", tournaments: [] }{ _id: "player10", firstName: "Isabella", lastName: "Davis", nickname: "NightShade", email: "isabella.davis@example.com", phoneNumber: "+1501234567", rating: 1340, lastActivityDate: new Date("2024-11-18"), city: { name: "Madrid", country: { code: "ES", name: "Spain" }, latitude: 40.4168, longitude: -3.7038, timeZone: "Europe/Madrid" }, preferredGamingPlatform: "PC", preferredGameDuration: "90 minutes", tournaments: [] }]);'
2025-01-10T20:02:50.805+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'tournaments' doesn't exist. Query='db.tournaments.insertOne({ _id: "tournament1", name: "Grand Championship 2024", shortName: "GC2024", edition: "Spring Edition", startDate: new Date("2024-04-01"), endDate: new Date("2024-04-10"), registrationStatus: "open", status: "active", description: "A high-stakes gaming championship for elite players.", games: [ { playerBlue: { playerId: "player1", nickname: "BluePhoenix" }, playerRed: { playerId: "player2", nickname: "RedFury" }, winner: { playerId: "player2", nickname: "RedFury" }, startDate: new Date("2024-04-02"), endDate: new Date("2024-04-02"), gameEndType: "Final Scoring" } ]});'
2025-01-10T20:02:50.805+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'tournaments' doesn't exist. Query='db.tournaments.insertOne({ _id: "tournament2", name: "Summer Showdown", shortName: "SS2024", edition: "Summer Edition", startDate: new Date("2024-07-01"), endDate: new Date("2024-07-07"), registrationStatus: "closed", status: "completed", description: "A competitive gaming tournament featuring the best players.", games: [ { playerBlue: { playerId: "player2", nickname: "RedFury" }, playerRed: { playerId: "player3", nickname: "AcePlayer" }, winner: { playerId: "player2", nickname: "RedFury" }, startDate: new Date("2024-07-02"), endDate: new Date("2024-07-02"), gameEndType: "Final Scoring" }, { playerBlue: { playerId: "player6", nickname: "StormBreaker" }, playerRed: { playerId: "player8", nickname: "ShadowMist" }, winner: { playerId: "player8", nickname: "ShadowMist" }, startDate: new Date("2024-07-03"), endDate: new Date("2024-07-03"), gameEndType: "Time Out" }, { playerBlue: { playerId: "player2", nickname: "RedFury" }, playerRed: { playerId: "player8", nickname: "ShadowMist" }, winner: { playerId: "player8", nickname: "ShadowMist" }, startDate: new Date("2024-07-04"), endDate: new Date("2024-07-04"), gameEndType: "Final Scoring" } ]});'
